Name,Overall,Value
 S. Ben Youssef,71,2000000
 A. May,60,350000
 J. Ardaiz,68,1000000
 P. Retre,61,250000
 L. Vocaj,61,300000
 M. Grgic,62,375000
 A. Łukasiewicz,62,90000
 H. Cochrane,61,550000
 Arribas,74,4000000
 Gaztañaga,69,1000000
 J. Binnom-Williams,61,275000
 J. Zwischenbrugger,65,450000
 J. Duma,66,850000
 R. Hayasaka,64,400000
 G. Poynton,57,160000
 J. Łukowski,60,300000
 R. Nelson,64,975000
 Pol Roigé,63,475000
 C. Wyke,66,850000
 O. Duarte,76,6000000
 J. San Román,70,1000000
 O. Wijndal,63,650000
 V. Cabrera,69,1000000
 Alexandre Guedes,69,1000000
 Z. Ferhat,72,3000000
 M. Matvienko,66,900000
 S. Pecorini,63,400000
 J. Niezgoda,69,1000000
 B. Vérité,61,450000
 R. James,59,275000
 N. Belmonte,69,775000
 M. Rochester Sørensen,61,325000
 C. Bedia,69,1000000
 J. Collins,64,500000
 Fran Vélez,67,800000
 G. NGosso,68,525000
 L. Mühl,68,1000000
 T. Dangda,67,750000
 D. Riolfo,64,475000
 T. Kutumela,66,850000
 J. Sancho,68,1000000
 P. Tuszyński,65,575000
 M. Rodríguez,65,725000
 F. Mercado,70,1000000
 C. Luyindama,74,6000000
 M. Dąbrowski,71,1000000
 Cho Yong Hyung,65,220000
 L. Diarte,70,2000000
 Manuel da Costa,72,2000000
 A. Zamudio,62,650000
 C. Clifford,56,110000
 B. Kasprzak,58,140000
 G. Piovi,65,700000
 S. Nabi,61,375000
 O. Hawkins,65,700000
 D. Irandust,66,1000000
 J. Kiersey,59,325000
 B. Sabovic,59,230000
 V. Ustinov,66,625000
 Jo Soo Chul,63,400000
 P. Sotiriou,69,1000000
 Nazario Serpe,67,675000
 H. Hallberg,60,325000
 Jonathan Reis,67,800000
 E. Bajrami,62,375000
 Z. Ondrášek,65,550000
 B. Lika,62,375000
 J. Partington,63,300000
 Kang Ji Hoon,63,525000
 Léo Jabá,69,2000000
 C. Buonaiuto,65,675000
 F. Hormazábal,64,775000
 A. Nuhiu,66,675000
 M. Merghem,60,300000
 S. Hutchinson,72,3000000
 G. Taylor,62,250000
 C. Cásseres Jr,61,500000
 K. Abrahams,62,475000
 M. Varnier,70,3000000
 O. Güçtekin,60,375000
 F. Diabaté,69,1000000
 C. Arcus,66,800000
 Oriol Busquets,66,1000000
 A. Succar,65,750000
 Heitinho Zanon,73,1000000
 R. Vitiello,68,275000
 S. Ring,63,450000
 A. Roldan,62,500000
 C. Bravo,60,300000
 B. Mechele,75,7000000
 A. Berry,60,275000
 M. Blair,64,450000
 C. González,68,1000000
 M. Cabit,66,725000
 T. Reijnders,62,525000
 T. Belmonte,61,500000
 L. Banks,63,625000
 P. Hatzidiakos,68,1000000
 Jean Carlos,65,800000
 M. Tacalfred,66,90000
 N. Roa,62,350000
 J. Skarz,62,250000
 M. Haber,62,325000
 H. Akbunar,68,1000000
 A. Yahia,68,210000
 A. Karadas,61,120000
 R. Reid,65,550000
 R. Gumny,68,1000000
 H. Al Qahtani,58,190000
 T. Goiginger,64,575000
 S. Väisänen,69,1000000
 Francis,67,1000000
 G. Güney,59,300000
 K. Al Zealaiy,62,275000
 D. Nothnagel,62,350000
 J. Bøge,66,525000
 S. Ntshangase,68,1000000
 Luis Ruiz,67,825000
 J. Devitt,60,220000
 P. Netzer,67,525000
 E. Aguilar,64,525000
 C. Pelagatti,66,500000
 A. Webster,72,3000000
 I. Wilson,60,375000
 F. Bay,58,240000
 J. Bree,64,875000
 K. Glik,84,24000000
 A. Portales,66,725000
 B. Tekpetey,64,975000
 K. Davis,64,850000
 R. Gaddis,65,450000
 H. El Helwe,63,500000
 R. Kapic,59,230000
 A. Uryga,66,675000
 K. Ojo,65,550000
 G. Moncini,67,1000000
 D. Bowles,64,450000
 A. Toufiqui,60,425000
 J. Lunney,58,240000
 L. Geminiani,67,725000
 S. Koita,69,1000000
 L. Angol,62,400000
 D. Yao,62,325000
 S. Napoleoni,69,925000
 P. Ziegler,68,850000
 A. Galabinov,71,2000000
 Y. Konno,67,230000
 C. McGrandles,60,350000
 Chuca,64,725000
 H. Al Raheb,68,575000
 L. Verna,65,725000
 K. Bigler,58,140000
 Sillero,63,550000
 D. Restrepo,57,120000
 Fábio Cardoso,72,3000000
 H. White,62,300000
 S. Tomita,63,325000
 O. Sow,66,675000
 J. Lindsey,61,450000
 M. Gouaida,65,700000
 J. Helmer,64,775000
 S. Ganz,67,1000000
 J. Correa,71,3000000
 M. Leitgeb,63,275000
 D. Davydov,65,850000
 A. Montalto,68,900000
 M. Ahlinvi,60,275000
 J. Davenport,62,575000
 Gerson,66,625000
 Bicho,67,1000000
 C. Shaughnessy,64,675000
 Sarriegi,63,500000
 S. Sandberg,64,525000
 A. Evans,60,425000
 W. Moke,66,500000
 Lee Jeong Bin,61,375000
 A. Al Mutairi,65,475000
 M. Bakenga,64,575000
 M. Balanta,67,800000
 C. McAleny,63,475000
 A. Madrid,60,300000
 T. Campanini,60,230000
 R. Bowman,64,550000
 G. Buckley,61,350000
 P. Diouf,64,475000
 Edardynho Neto,63,325000
 Titi,75,5000000
 A. Sambi Lokonga,63,725000
 I. Angking,53,110000
 A. Gnahoua,63,450000
 J. Molumby,60,400000
 D. Williams,63,350000
 D. Perquis,64,180000
 G. Páez,67,825000
 J. Ruffels,61,350000
 H. Dunk,62,325000
 A. Ba,59,275000
 D. Sorgić,64,475000
 L. Ainsworth,65,525000
 Evandro,65,550000
 M. Wilusz,70,1000000
 C. Cercado,66,525000
 O. Colley,74,6000000
 Lee Yun Pyo,67,450000
 N. Alho,63,475000
 R. Williams,66,850000
 P. Pomykal,63,725000
 M. Gibbs-White,63,725000
 P. Olsen,63,500000
 J. Janse,63,240000
 K. Przybyłko,68,1000000
 D. Araki,55,100000
 Javi Galán,65,750000
 K. Hidalgo,67,875000
 M. Hefele,70,1000000
 Jhonnattann,66,675000
 Yoon Dong Min,60,210000
 Luis Fernández,64,650000
 J. Jervis,65,650000
 R. Janga,69,1000000
 J. Thorsen,63,300000
 J. Karlsson,63,500000
 L. Kozák,70,1000000
 L. Hannant,58,150000
 S. Olsson,65,825000
 M. Lackner,65,550000
 L. Stoll,63,550000
 S. Magallán,60,230000
 Danilo,77,3000000
 B. Kwiecień,63,475000
 J. Fehr,63,600000
 M. Hofmann,67,825000
 N. Fujita,62,275000
 N. De Medina,64,650000
 G. Litteri,70,1000000
 G. Nepomuceno,65,675000
 E. Wearen,56,110000
 S. Anđelković,74,3000000
 F. Ananou,65,700000
 S. Emmanuello,62,400000
 R. Gondoh,57,150000
 T. Vialla,61,375000
 N. Sakemoto,63,200000
 L. Putaro,68,1000000
 J. Chianese,62,325000
 C. Amaya,65,600000
 Insua,75,7000000
 M. Dalé,68,800000
 G. Benítez,60,240000
 J. Iloki,68,1000000
 S. Zenjov,63,375000
 C. Rabitsch,60,325000
 A. Izzo,76,8000000
 E. Nefiz,67,1000000
 M. Trianni,62,375000
 Leandrinho,66,575000
 U. Antuna,65,1000000
 V. Sierro,64,675000
 J. Simpson,64,475000
 V. Nelsson,65,750000
 A. Mbengue,68,1000000
 T. van de Looi,62,600000
 M. Bíttolo,65,450000
 S. Kelly,64,525000
 A. Rodman,65,500000
 T. Dekker,65,650000
 A. Ouahim,62,525000
 D. Connolly,63,550000
 M. Ambrose,63,400000
 T. Elliott,65,650000
 P. Staikos,60,325000
 K. Zohore,72,4000000
 S. van Huffel,59,250000
 Lim Min Hyuk,66,925000
 R. Hunt,63,450000
 Roberto Soira,69,650000
 Akieme,64,575000
 C. Giousis,65,1000000
 N. De Schutter,65,425000
 Torres,61,400000
 J. Garro,69,1000000
 A. Pérez,69,1000000
 J. O'Doherty,60,300000
 N. Sangaré,65,650000
 R. Thellufsen,62,550000
 T. Jacobsen,62,475000
 G. Shitolo,65,450000
 A. Erlingmark,60,350000
 Iu Ranera,61,375000
 Z. Hines,61,250000
 Ricardo,72,425000
 R. Tait,65,450000
 Lee Woong Hee,66,525000
 S. D'Almeida,62,375000
 A. Morelos,72,5000000
 Manel Royo,64,525000
 C. Cooper,58,220000
 E. Valencia,64,1000000
 D. Ljubicic,59,300000
 F. Kath,65,700000
 M. Sonnleitner,67,575000
 I. Gómez,62,525000
 I. Akhmetov,64,975000
 A. Wheeler-Omiunu,58,190000
 A. Sigurðsson,62,625000
 R. Dwamena,67,1000000
 D. Ulm,64,275000
 F. Escobar,67,900000
 A. Khammas,63,575000
 C. Özkan,60,375000
 F. Veseli,70,2000000
 M. Chanot,71,2000000
 C. Jakobsen,66,825000
 A. Zrelak,67,1000000
 E. Hooi,66,775000
 S. Lauper,59,275000
 Germán,71,1000000
 R. Muhammed,61,350000
 R. Godínez,65,625000
 R. Moriwaki,65,375000
 H. Heath,60,275000
 D. Erdmann,66,625000
 T. Skarke,66,925000
 P. Jerez,64,250000
 C. Sheridan,68,925000
 K. Mazek,65,700000
 E. Ayuk,62,525000
 O. Brennan,57,160000
 P. Edwards,60,140000
 R. Wolters,61,275000
 Natinho Mestres,71,2000000
 F. Schnabel,63,500000
 G. McSheffrey,61,130000
 V. Parigini,68,1000000
 Jeong Dong Ho,66,525000
 J. Phojo,64,450000
 T. Nishimura,64,625000
 J. Tjørnelund,64,475000
 K. Kallaste,63,300000
 M. Sansores,65,650000
 J. Eggestein,66,1000000
 M. Britos,75,4000000
 J. Pereira,72,2000000
 J. Firpo,69,1000000
 D. Kolovetsios,72,3000000
 H. Matynia,65,600000
 Miranda,65,950000
 M. Maolida,69,2000000
 A. Trusty,66,1000000
 S. Barreiro,72,3000000
 Sanaldo Caiado,72,2000000
 B. Sankoh,67,800000
 C. Mauersberger,61,350000
 C. Arango,69,1000000
 F. Bechtholdt,64,475000
 R. Barrios,65,575000
 Bruno Reis,62,475000
 C. Cathcart,73,3000000
 O. Turton,61,275000
 K. Adorján,65,700000
 Y. Ota,60,100000
 K. Angielski,65,750000
 F. Olsson,62,240000
 R. Bennett,63,375000
 H. Abe,68,950000
 T. Sekine,69,1000000
 O. Kiomourtzoglou,63,500000
 J. Carroll,60,180000
 A. Gordon,65,250000
 O. NDicka,64,800000
 A. Hoffmann,72,3000000
 S. Rosted,70,2000000
 A. Rodríguez,58,220000
 A. Jahović,74,5000000
 A. Amadi-Holloway,61,350000
 B. Galván,58,250000
 A. Mawson,75,9000000
 O. Khoblenko,69,1000000
 O. Velanas,63,625000
 J. Djourou,73,3000000
 Jaílton Paraíba,66,700000
 B. Spittal,65,950000
 D. Maroh,75,4000000
 Toni Moya,61,525000
 D. Malen,66,1000000
 M. Domizzi,71,160000
 K. Günter,71,2000000
 K. Freiberger,65,550000
 M. Bundu,62,475000
 K. Kawamata,69,1000000
 J. Sterry,61,325000
 Sito,64,625000
 A. El Messaoudi,69,1000000
 K. Mawatari,62,300000
 L. Cooper,70,1000000
 G. Bourillon,67,300000
 D. Lloyd,63,475000
 C. Manley,58,180000
 L. Wilkinson,63,375000
 N. Neidhart,64,575000
 F. Portillo,64,425000
 C. Villanueva,65,210000
 M. López,64,775000
 Gorosabel,65,750000
 J. Torres,65,875000
 A. Sandona,65,575000
 E. Córdoba,65,600000
 Bernard Vicidal,64,350000
 I. Ouédraogo,65,550000
 D. Poleon,65,775000
 P. Sohm,65,650000
 Guridi,66,925000
 L. Manzaños,64,350000
 A. Contreras,69,1000000
 J. Akpa Akpro,62,240000
 J. Walsh,66,725000
 Alberto Soro,61,525000
 Brahim Díaz,67,1000000
 M. Madri,63,400000
 Callejón,60,350000
 M. Niemeyer,68,1000000
 Cristian Sanz,60,350000
 T. Björkström,62,300000
 Nélson Monte,71,3000000
 Moha,64,700000
 Cantalapiedra,66,900000
 J. Boye,71,1000000
 A. Akinfenwa,66,300000
 M. Al Khodary,60,250000
 I. Voca,61,400000
 G. Thompson,60,70000
 R. Cisneros,66,1000000
 H. Menosse,73,3000000
 D. Londoño,65,700000
 J. Żubrowski,62,350000
 J. Tamm,65,575000
 C. Avevor,68,925000
 H. Al Amiri,63,475000
 Steven Vitória,67,575000
 G. Giakoumakis,70,2000000
 M. Cassierra,70,2000000
 N. Husin,58,275000
 R. Vera,67,230000
 T. Akindele,66,775000
 A. Kuen,62,425000
 A. Claude-Maurice,63,800000
 J. Pohl,63,650000
 N. Varela,64,475000
 C. Göbel,63,375000
 D. Kelly-Evans,58,275000
 V. Osimhen,68,1000000
 S. Dawson,63,325000
 F. Jagiełło,63,650000
 A. Engin,67,1000000
 D. Mast,66,775000
 A. Fleming,59,150000
 Jon Bautista,69,1000000
 M. Carayol,67,775000
 A. Maxsø,68,1000000
 S. Oliveira,63,275000
 A. Jagiełło,62,425000
 Marc Cardona,68,1000000
 A. Hinestroza,65,450000
 J. Arctander Moe,63,475000
 M. Pugliese,60,325000
 K. Al Anazi,60,160000
 D. Kozica,63,475000
 C. Pain,62,425000
 T. van Weert,68,950000
 A. Chatzigiovanis,67,1000000
 O. Osawe,68,1000000
 Kim Young Sin,61,220000
 M. Dube,65,600000
 T. Broadbent,64,400000
 S. Saucedo,64,725000
 P. Vignaud,62,90000
 G. Ariyibi,67,1000000
 D. Lewington,63,150000
 C. Falletti,67,1000000
 J. Van Damme,64,500000
 J. Gradit,67,800000
 Park Jun Tae,65,575000
 A. Munksgaard,62,350000
 M. Beneddine,60,275000
 S. Papagiannopoulos,69,1000000
 H. Cakin,60,210000
 Kenny Rocha Santos,61,500000
 G. De Feo,65,700000
 G. Niangadou,64,775000
 B. Tozer,57,90000
 M. Segbers,59,200000
 D. Douline,61,275000
 J. Cranston,61,300000
 Roderick Miranda,71,2000000
 Y. Tanaka,63,240000
 S. Ameobi,64,210000
 R. Laryea,57,140000
 Y. Díaz,64,500000
 Yeo Bong Hun,60,275000
 M. Hober,62,450000
 Nathan Otávio,70,1000000
 F. Amuzu,63,725000
 Fran Cruz,68,950000
 J. Stead,62,160000
 Juampe,60,300000
 J. Souttar,68,1000000
 A. Harroui,58,190000
 M. Dittgen,66,875000
 M. Engels,65,700000
 S. Oum Gouet,59,240000
 P. Pusic,60,300000
 T. Parker,73,4000000
 S. Alakouch,67,1000000
 J. Moore-Taylor,66,850000
 Emílio Trevões,66,650000
 F. Diedhiou,73,5000000
 S. Shome,58,180000
 D. Albadoro,64,475000
 D. Al Qarni,61,200000
 A. Gaspar,55,90000
 F. Mazzeo,67,475000
 J. Cordoval,68,750000
 K. Mayi,66,850000
 A. Vita,65,675000
 M. Njie,67,1000000
 J. Eiswohld,63,350000
 M. Farfan,63,500000
 G. Kharaishvili,63,625000
 A. Razeek,62,500000
 A. Morris,61,210000
 E. Gómez,65,600000
 J. Pepper,62,325000
 R. Becker,64,675000
 C. Espinosa,67,375000
 C. Larin,73,6000000
 D. McDermott,63,375000
 Alexandre Frandeira,71,1000000
 Léo Gamalho,72,2000000
 J. White,64,325000
 J. Keohane,63,425000
 N. Isimat-Mirin,74,5000000
 J. Clarke,66,675000
 M. Sprocati,71,3000000
 B. Dennehy,59,150000
 L. Castaldo,69,475000
 Paulo,67,800000
 M. Green,62,300000
 S. Kleineheismann,65,425000
 J. Leko,64,925000
 S. Mvibudulu,62,400000
 Nolaskoain,60,375000
 R. Kakeeto,64,600000
 K. Falkenberg,61,190000
 Y. Reyes,61,375000
 Torrejón,72,2000000
 Fabio González,64,725000
 R. van Drongelen,71,3000000
 J. Willock,60,400000
 J. Gnagnon,76,10000000
 N. Gutjahr,59,200000
 B. Parlak,64,425000
 Caio César,63,500000
 H. Mizumoto,67,525000
 E. Moretti,75,900000
 H. Bilgiç,60,230000
 J. Lorch,62,450000
 D. Holmes,65,700000
 Platiny,70,2000000
 F. Boli,66,875000
 S. Thesker,69,1000000
 K. Sheppard,63,400000
 N. Helenius,67,900000
 Albisua,64,550000
 L. Vera,59,230000
 P. Hanlon,68,875000
 A. Barylla,64,600000
 F. Arancibia,68,1000000
 L. Copete,64,400000
 K. Rimane,63,375000
 C. Siya,58,250000
 B. Balaj,71,2000000
 A. Ferdinand,65,300000
 Y. Merdji,65,775000
 C. Fagan,62,325000
 K. Shirai,64,600000
 R. Kaib,60,240000
 S. Holmén,72,3000000
 Henrique,65,425000
 D. Rojas,67,1000000
 I. Sissoko,64,875000
 P. Engblom,63,475000
 R. Kongolo,62,600000
 L. Fritzson,60,275000
 D. Khamdamov,63,575000
 B. Kantarovski,61,250000
 N. Pierini,62,625000
 D. Johnson,62,425000
 B. Moore,62,300000
 J. Méndez,61,475000
 D. Tumasyan,68,525000
 C. Køhler,62,500000
 J. Donacien,64,500000
 Marco Baixinho,72,2000000
 K. Keane,65,400000
 A. Isak,69,2000000
 César Navas,76,525000
 J. Simonsen,56,130000
 I. Bolaño,58,275000
 I. Escobar,66,850000
 A. Bakayoko,62,400000
 F. Fernández,77,7000000
 P. Schorr,63,425000
 G. Fechner,65,825000
 M. Storey,62,400000
 H. Guy,59,120000
 H. Campagnaro,70,120000
 Y. Suzuki,60,275000
 C. Davies,64,400000
 I. Lendrić,65,650000
 J. Mayele Munkana,59,230000
 M. Gardawski,60,220000
 I. Sirelius,63,350000
 A. Kay,62,90000
 A. Almendra,60,450000
 Lee Ji Nam,65,300000
 D. Garufo,58,90000
 D. Peralta,70,1000000
 P. Mazzocchi,58,150000
 C. Quiring,64,475000
 J. Dasilva,60,400000
 A. Mac Allister,64,925000
 S. Piesinger,64,450000
 N. Röseler,67,800000
 O. Ökke,59,240000
 M. Dembélé,64,475000
 S. Caulker,70,1000000
 T. Hagn,63,500000
 A. Ba,74,5000000
 R. Huth,74,3000000
 P. Eler,66,825000
 A. Bengtsson,61,300000
 Q. Bena,59,300000
 D. Boyata,73,4000000
 P. Hayes,61,160000
 M. Worthington,58,220000
 G. Glendon,62,450000
 Campabadal,68,1000000
 J. Pirinen,62,300000
 A. Gnanduillet,63,450000
 P. Wessely,63,400000
 M. Brændsrød,55,130000
 Y. Otayn,63,325000
 E. Konsa,63,725000
 A. Michel,61,275000
 S. Frederiksen,60,220000
 I. Turner,57,100000
 D. Leadbitter,64,375000
 F. Romagna,70,3000000
 P. Da Silva,61,525000
 M. Coronel,70,1000000
 A. Franco,75,10000000
 J. Vunguidica,65,575000
 I. Rojas,61,375000
 C. Colmán,67,1000000
 A. Bobichon,60,300000
 C. Bayala,65,750000
 A. Dønnum,60,325000
 M. Kudo,65,575000
 J. Meade,60,230000
 Z. Ismail,65,675000
 S. Macías,62,450000
 Mairdel Sampaio,64,450000
 E. Granat,58,180000
 E. Schulze,59,200000
 G. Dahl,60,325000
 N. Ofoborh,59,275000
 K. Khosonov,59,200000
 A. Al Shamekh,64,500000
 M. Heylen,69,1000000
 M. Košťál,63,625000
 K. Vassell,66,875000
 M. Richards,64,240000
 T. Wendel,65,450000
 N. Garmendia,63,625000
 D. Louiserre,62,425000
 C. Báez,65,525000
 S. Bougrine,60,325000
 J. López Pissano,65,975000
 Agus Medina,65,625000
 F. Juárez,61,450000
 Hong Jeong Un,65,675000
 L. Sequeira,65,750000
 A. Piu,64,775000
 M. Pedersen,65,500000
 A. Benchaib,65,950000
 C. Rentería,66,900000
 Dénis Duarte,68,1000000
 G. Tello,67,975000
 A. Torralvo,64,500000
 C. David,63,500000
 Park Hyeong Jin,61,275000
 D. Erdoğan,62,650000
 J. Caletti,61,525000
 A. Babacan,61,500000
 F. Banguero,66,500000
 K. Kitagawa,66,900000
 B. Landini,60,220000
 J. Hatlehol,57,120000
 I. Jeraldino,69,1000000
 E. Latte Lath,64,925000
 M. Uhre,64,675000
 A. Callens,71,2000000
 M. Payero,59,325000
 Roni,62,425000
 R. Leal,62,475000
 V. Oliver,60,275000
 G. van Kessel,65,700000
 Kim Won Il,69,775000
 F. Nouble,65,700000
 H. Anderson,62,550000
 J. Sinclair,61,450000
 D. Wilson,68,950000
 M. Preston,67,925000
 L. Sobiech,75,6000000
 M. Sumusalo,62,250000
 G. Cros,64,500000
 J. Mosquera,62,475000
 Y. Yeboah,67,1000000
 Carrillo,67,1000000
 S. Andersson,70,2000000
 R. Perticone,67,575000
 I. Donkor,66,800000
 D. Stanese,64,500000
 T. Schwede,67,1000000
 A. Kalik,61,425000
 J. Bothroyd,66,300000
 M. Wolfram,61,450000
 A. Ranocchia,76,6000000
 F. Mac Allister,59,240000
 Luiz Felipe,71,4000000
 L. Olum,66,375000
 P. Kun,61,350000
 V. Fedotov,64,525000
 L. Necul,60,300000
 D. Glebov,57,210000
 Carlos David,71,1000000
 T. Matsuura,62,300000
 Macedo,68,1000000
 Enaldo Paneira,69,1000000
 L. Boeder,66,850000
 L. Marengo,67,900000
 M. Choinière,57,210000
 C. Chapman,66,725000
 T. Tanaka,60,100000
 K. Bülow,66,425000
 Raúl Vallejo,61,375000
 A. Calisir,68,875000
 A. Södlund,60,300000
 J. Brown,60,325000
 H. Al Mansour,59,170000
 M. van Kins,59,275000
 M. Born,64,625000
 D. Gomis,65,650000
 G. Aguirre,64,575000
 C. Wilkinson,64,575000
 K. Vincent-Young,63,425000
 B. Cerezo,63,475000
 J. Kiesewetter,64,575000
 M. Godden,63,475000
 K. Al Samiri,61,350000
 D. Mihajlovic,61,300000
 O. Khan,64,700000
 M. Najjar,57,160000
 A. Iunco,63,230000
 A. Bolivar,59,210000
 F. Pekşen,58,190000
 C. Kane,62,475000
 J. Soltvedt,56,120000
 N. Rnić,65,300000
 R. Siemaszko,63,350000
 K. Chergui,62,375000
 J. Basulto,64,475000
 A. Čulina,64,525000
 I. Nedelcearu,70,2000000
 Kim Min Jae,73,4000000
 L. Giannetti,70,2000000
 W. Vorsager,58,200000
 T. Christensen,62,525000
 L. Samson,67,1000000
 M. Hedges,74,4000000
 R. González,59,180000
 Eric Botteghin,78,8000000
 C. McDermott,60,400000
 H. Ekstein,65,625000
 M. Reuvers,59,250000
 T. Dele-Bashiru,56,200000
 F. Meza,72,3000000
 Sito Riera,61,150000
 H. Traore,59,240000
 G. Kusunga,66,500000
 M. Yilmaz,58,180000
 N. Batalla,56,160000
 R. Öktem,57,180000
 A. Niz,69,825000
 Naldo,75,6000000
 Víctor Díaz,64,425000
 C. N'Toko,65,425000
 C. Hamilton,61,375000
 A. Hartigan,57,200000
 Ryang Yong Gi,58,60000
 J. Hoogma,71,4000000
 J. Van Cleemput,63,475000
 T. Siwe,61,180000
 B. van Wijnen,59,275000
 M. Bouziane,63,400000
 I. Vorsah,67,600000
 R. Cruz,56,170000
 I. González,70,1000000
 J. Andrada,62,400000
 Ricardo Ferreira,76,8000000
 K. Kwame,62,250000
 J. McBean,64,625000
 J. Cacciabue,58,210000
 E. Sowah,63,550000
 D. Watari,63,475000
 S. Al Jaman,64,625000
 E. González,63,80000
 D. Ćaleta-Car,71,2000000
 L. Geertruida,63,650000
 R. Simpson,58,100000
 L. Milts,64,625000
 S. Benyamina,67,825000
 I. Šaponjić,68,1000000
 T. Moniwa,64,110000
 K. Kouao,65,775000
 S. Jakobsen,68,925000
 G. Venegas,67,300000
 L. Görtler,65,750000
 C. Odoi-Atsem,60,240000
 D. Moreno,61,400000
 T. Alarcón,63,650000
 L. Rinaldi,63,500000
 B. Fisk,62,375000
 A. Parkhouse,57,130000
 V. Milke,61,325000
 K. Furuhashi,64,600000
 M. Timlin,57,160000
 N. Palacios,67,800000
 Álvaro García,60,400000
 P. Szymiński,68,1000000
 M. Ciofani,69,800000
 N. Atkinson,60,375000
 C. Álvarez,68,60000
 J. Quintero,61,550000
 E. Kayembe,61,475000
 G. Berggren,57,150000
 A. Georgiou,60,450000
 D. Shiels,59,120000
 Ricardo Vaz,66,1000000
 K. Hachisuka,60,220000
 M. Al Olayan,55,90000
 T. Fosu,65,800000
 Matheus,69,1000000
 M. Facchinetti,64,425000
 Quintanilla,65,550000
 J. Bottinelli,73,2000000
 M. Butcher,61,450000
 K. Partida,59,170000
 A. Machado,71,1000000
 R. Koch,71,3000000
 G. Alucema,64,500000
 A. Al Barakah,62,275000
 D. Sambissa,60,275000
 J. Gerezgiher,61,375000
 T. Smith,69,875000
 D. Rosin,59,275000
 C. González,65,700000
 Viti,64,975000
 A. Tarek,70,1000000
 T. Mauricio,63,500000
 H. Abe,66,1000000
 N. Talpone,59,230000
 M. Nalepa,59,240000
 J. Buitrago,62,325000
 Álvaro,67,900000
 M. Carretta,64,475000
 T. Hawkridge,62,325000
 M. Bolly,66,700000
 K. Ramsteijn,65,525000
 S. Kverkvelia,75,7000000
 D. Sterling,62,525000
 J. Obika,66,700000
 L. Page,63,475000
 J. Al-Hazaimeh,64,475000
 Park Gi Dong,64,475000
 Lucas Sotero,64,525000
 S. Dann,76,5000000
 R. Bengtsson,72,2000000
 G. Donyoh,64,675000
 J. Gray,58,180000
 M. Simon,61,230000
 M. Covea,65,725000
 G. Di Renzo,64,700000
 A. Batsuev,59,275000
 P. Müller,65,825000
 J. Qwiberg,60,210000
 H. Benkaïd,60,220000
 M. Rasmussen,69,850000
 C. Ejuke,65,900000
 B. Woodburn,65,1000000
 A. Da Cruz,63,600000
 M. Lucero,64,475000
 F. Soldano,66,950000
 Yang Dong Hyen,67,675000
 A. Salugin,64,475000
 Pedro Henrique,77,10000000
 A. Götz,65,550000
 S. Roa,63,475000
 R. Hedges,63,625000
 I. Bulos,67,1000000
 Julio Gracia,61,425000
 T. Craig,65,300000
 A. Hsissane,62,275000
 S. Mugoša,69,1000000
 J. Putze,63,425000
 P. Ruiz,60,425000
 J. O'Connell,72,3000000
 J. Washausen,63,300000
 B. Perea,66,875000
 P. Erhardt,62,325000
 J. Pereyra,61,525000
 G. Martínez,64,475000
 D. Snepvangers,60,325000
 A. Poulsen,61,425000
 N. Al Omran,61,350000
 B. Youssouf,63,400000
 A. Skvortsov,64,525000
 Víctor Ruiz,62,350000
 T. Robinson,61,250000
 Bae Sin Yeong,61,300000
 I. Vujica,63,475000
 S. Jovanović,65,650000
 Samuel,61,350000
 P. Gluhakovic,57,150000
 C. Dibon,70,1000000
 Unai Bilbao,69,1000000
 L. Maniero,58,250000
 F. Antonucci,62,625000
 S. Nigro,61,325000
 A. Herrera,63,525000
 E. Massouema,58,230000
 D. Wynne,65,625000
 N. Reniero,65,850000
 E. Pezzi,64,375000
 M. Gómez,58,210000
 J. Ibehre,62,160000
 R. Muirhead,62,525000
 S. Adrian,60,350000
 M. Ojeda,66,1000000
 E. Torregrossa,69,1000000
 L. Ariaudo,72,2000000
 M. Mejlstrup Pedersen,54,110000
 Ayala,63,425000
 S. Ganvoula,69,1000000
 E. Besea,60,375000
 S. McCartan,60,275000
 R. Murray,61,325000
 A. Mehmeti,63,400000
 E. Rodríguez,62,300000
 A. Majrashi,60,325000
 Hendrio,63,500000
 Tomané,70,2000000
 J. Serafin,59,250000
 C. Porter,62,190000
 S. Iocolano,66,675000
 L. Lynch,58,160000
 Jeong YeongChong,60,250000
 J. Ángulo,65,750000
 D. Blanco,66,900000
 F. Honorat,65,875000
 Chico,61,300000
 Aguado,62,475000
 N. Trujic,66,825000
 D. Raum,66,1000000
 T. Gabuza,66,650000
 T. Nakamura,66,525000
 R. Aponzá,67,775000
 M. Bottani,63,400000
 G. Leigh,62,350000
 V. Ekani,58,275000
 J. Lewis,63,800000
 G. Fabiano,63,275000
 A. Al Qahtani,64,575000
 S. Cordero,61,300000
 Marlinho,62,425000
 Y. Sari,64,675000
 M. Noble,63,625000
 A. Nalini,65,575000
 Z. Dearnley,62,625000
 T. Baya,58,250000
 I. Al Shuayl,56,120000
 M. Işık,60,300000
 E. Frear,62,325000
 A. Ikedi,59,250000
 G. Kastanos,64,850000
 T. Hoban,68,950000
 D. Vergara,67,1000000
 A. Bernede,61,375000
 K. Pierie,68,1000000
 M. Wdowiak,62,450000
 J. Giraudon,68,925000
 M. Appiah,64,350000
 S. Al Sharif,62,350000
 Wellington,67,750000
