Special,Value,Age,Overall
1604,475000,28,64
1604,325000,25,63
1604,5000000,29,75
1604,725000,17,63
1604,110000,17,53
1604,450000,25,63
1604,400000,17,60
1604,350000,29,63
1604,180000,33,64
1603,825000,27,67
1603,350000,23,61
1603,325000,26,62
1603,275000,18,59
1603,475000,27,64
1603,525000,29,65
1603,550000,29,65
1603,1000000,28,70
1603,525000,28,66
1603,6000000,24,74
1603,450000,32,67
1603,475000,24,63
1603,850000,23,66
1603,725000,17,63
1603,725000,17,63
1603,500000,23,63
1603,240000,31,63
1603,1000000,24,68
1603,100000,23,55
1603,750000,22,65
1603,875000,21,67
1603,1000000,26,70
1603,675000,27,66
1602,210000,28,60
1602,650000,23,64
1602,650000,25,65
1602,1000000,25,69
1602,300000,27,63
1602,500000,18,63
1602,1000000,28,70
1602,150000,23,58
1602,825000,19,65
1602,550000,26,65
1602,550000,21,63
1602,230000,25,60
1602,3000000,33,77
1602,475000,23,63
1602,600000,22,63
1602,825000,23,67
1602,275000,30,62
1602,650000,19,64
1602,1000000,29,70
1602,675000,24,65
1602,110000,24,56
1602,3000000,31,74
1602,700000,19,65
1602,400000,23,62
1601,150000,20,57
1601,375000,21,61
1601,200000,32,63
1601,1000000,20,68
1601,325000,27,62
1601,600000,26,65
1601,7000000,23,75
1601,800000,31,68
1601,240000,23,60
1601,1000000,25,68
1601,375000,28,63
1601,325000,21,60
1601,8000000,25,76
1601,1000000,22,67
1601,375000,24,62
1601,575000,31,66
1601,1000000,19,65
1601,675000,21,64
1601,475000,28,64
1601,750000,18,65
1601,1000000,25,68
1601,600000,17,62
1601,450000,27,65
1601,525000,23,64
1601,500000,30,65
1600,650000,19,65
1600,525000,19,62
1600,550000,22,63
1600,400000,23,63
1600,650000,26,65
1600,325000,21,60
1600,4000000,23,72
1600,250000,19,59
1600,925000,20,66
1600,450000,21,63
1600,650000,33,69
1600,575000,19,64
1600,1000000,18,65
1600,425000,28,65
1600,400000,20,61
1600,1000000,24,69
1600,1000000,23,69
1600,300000,19,60
1600,650000,23,65
1600,550000,20,62
1600,475000,20,62
1600,450000,27,65
1600,350000,19,60
1599,375000,22,61
1599,250000,28,61
1599,425000,36,72
1599,450000,27,65
1599,525000,28,66
1599,375000,21,62
1599,5000000,21,72
1599,525000,23,64
1599,220000,20,58
1599,1000000,20,64
1599,300000,19,59
1599,700000,22,65
1599,575000,30,67
1599,525000,20,62
1599,975000,19,64
1599,190000,22,58
1599,625000,18,62
1599,1000000,21,67
1599,275000,33,64
1599,900000,22,67
1598,575000,18,63
1598,375000,17,60
1598,2000000,24,70
1598,2000000,27,71
1598,825000,24,66
1598,1000000,23,67
1598,775000,25,66
1598,275000,20,59
1598,1000000,30,71
1598,350000,23,61
1598,625000,24,65
1598,375000,31,65
1598,275000,21,60
1598,625000,26,66
1598,925000,20,66
1598,250000,32,64
1598,925000,28,68
1598,700000,22,65
1598,525000,20,62
1598,160000,21,57
1598,140000,31,60
1598,275000,27,61
1598,2000000,25,71
1598,500000,23,63
1598,130000,34,61
1598,1000000,21,68
1598,525000,27,66
1598,450000,24,64
1598,625000,20,64
1597,475000,25,64
1597,300000,28,63
1597,650000,26,65
1597,1000000,19,66
1597,4000000,31,75
1597,2000000,30,72
1597,1000000,20,69
1597,3000000,25,72
1597,600000,21,65
1597,950000,17,65
1597,2000000,18,69
1597,1000000,18,66
1597,3000000,23,72
1597,2000000,29,72
1597,800000,25,67
1597,350000,22,61
1597,1000000,22,69
1597,475000,23,64
1597,575000,24,65
1596,475000,17,62
1596,3000000,28,73
1596,275000,24,61
1596,700000,24,65
1596,100000,34,60
1596,750000,21,65
1596,240000,32,62
1596,375000,25,63
1596,950000,27,68
1596,1000000,22,69
1596,500000,19,63
1596,180000,25,60
1596,250000,35,65
1596,800000,17,64
1596,3000000,24,72
1596,2000000,22,70
1596,220000,21,58
1596,5000000,30,74
1596,350000,24,61
1596,250000,16,58
1596,9000000,23,75
1596,1000000,23,69
1595,625000,19,63
1595,3000000,30,73
1595,700000,26,66
1595,950000,21,65
1595,4000000,30,75
1595,525000,19,61
1595,1000000,18,66
1595,160000,37,71
1595,2000000,22,71
1595,550000,28,65
1595,475000,20,62
1595,1000000,27,69
1595,325000,21,61
1595,625000,20,64
1595,1000000,21,69
1595,300000,26,62
1595,1000000,25,70
1595,300000,33,67
1595,475000,25,63
1595,180000,21,58
1595,375000,25,63
1595,575000,22,64
1595,425000,29,64
1595,210000,33,65
1595,775000,20,64
1595,750000,20,65
1594,875000,20,65
1594,575000,24,65
1594,600000,23,65
1594,350000,29,64
1594,550000,28,65
1594,775000,23,65
1594,650000,25,65
1594,925000,22,66
1594,350000,29,64
1594,1000000,24,69
1594,240000,32,62
1594,725000,25,66
1594,525000,18,61
1594,1000000,17,67
1594,400000,27,63
1594,350000,19,60
1594,1000000,21,68
1594,350000,20,60
1594,300000,26,62
1594,3000000,21,71
1594,700000,22,64
1594,900000,21,66
1594,1000000,30,71
1594,300000,35,66
1594,250000,25,60
1593,400000,20,61
1593,70000,36,60
1593,1000000,20,66
1593,3000000,30,73
1593,700000,22,65
1593,350000,25,62
1593,575000,25,65
1593,925000,25,68
1593,475000,23,63
1593,575000,30,67
1593,2000000,22,70
1593,2000000,20,70
1593,275000,20,58
1593,230000,34,67
1593,775000,25,66
1593,425000,22,62
1593,800000,19,63
1593,650000,21,63
1593,475000,26,64
1593,375000,28,63
1593,275000,20,58
1593,1000000,18,68
1593,325000,31,63
1593,650000,19,63
1593,1000000,20,67
1593,775000,25,66
1593,150000,29,59
1592,1000000,21,69
1592,775000,28,67
1592,1000000,23,68
1592,275000,29,63
1592,425000,22,62
1592,1000000,21,68
1592,450000,28,65
1592,475000,21,63
1592,325000,21,60
1592,160000,32,60
1592,475000,24,63
1592,425000,23,62
1592,950000,27,68
1592,1000000,20,67
1592,1000000,23,68
1592,220000,31,61
1592,600000,24,65
1592,400000,25,64
1592,725000,20,64
1592,90000,34,62
1592,1000000,22,67
1592,150000,33,63
1592,1000000,24,67
1591,500000,25,64
1591,800000,24,67
1591,575000,27,65
1591,350000,19,62
1591,275000,21,60
1591,1000000,26,69
1591,210000,25,60
1591,500000,17,61
1591,700000,23,65
1591,775000,19,64
1591,90000,27,57
1591,200000,21,59
1591,275000,24,61
1591,300000,23,61
1591,2000000,26,71
1591,240000,31,63
1591,210000,35,64
1591,140000,22,57
1591,500000,25,64
1591,275000,23,60
1590,450000,21,62
1590,1000000,27,70
1590,725000,17,63
1590,950000,26,68
1590,160000,34,62
1590,300000,21,60
1590,1000000,20,68
1590,190000,19,58
1590,875000,22,66
1590,700000,23,65
1590,240000,19,59
1590,300000,18,60
1590,4000000,24,73
1590,1000000,18,67
1590,850000,23,66
1590,650000,29,66
1590,5000000,24,73
1590,180000,19,58
1590,475000,28,64
1590,200000,28,61
1590,90000,23,55
1590,475000,33,67
1590,750000,27,68
1590,850000,24,66
1590,675000,24,65
1590,1000000,21,67
1590,350000,27,63
1590,500000,18,63
1590,625000,20,63
1589,500000,22,62
1589,210000,27,61
1589,600000,23,65
1589,325000,25,62
1589,675000,20,64
1589,375000,34,67
1589,6000000,22,73
1589,375000,27,63
1589,1000000,29,71
1589,2000000,31,72
1589,325000,30,64
1589,425000,26,63
1589,5000000,25,74
1589,675000,25,66
1589,3000000,23,71
1589,150000,30,59
1589,475000,35,69
1589,800000,28,67
1589,300000,30,62
1589,425000,29,65
1589,925000,18,64
1589,400000,24,62
1589,375000,18,60
1589,600000,22,64
1589,190000,29,61
1588,375000,21,61
1588,2000000,31,72
1588,725000,20,64
1588,3000000,18,71
1588,400000,17,60
1588,10000000,20,76
1588,200000,24,59
1588,425000,27,64
1588,500000,21,63
1588,525000,31,67
1588,900000,36,75
1588,230000,24,60
1588,450000,21,62
1588,700000,22,65
1588,2000000,26,70
1588,875000,23,66
1588,1000000,26,69
1588,400000,26,63
1588,900000,26,67
1588,550000,24,64
1588,230000,20,59
1588,875000,27,68
1588,600000,20,64
1588,1000000,20,68
1588,400000,28,64
1588,375000,26,63
1588,250000,18,58
1587,2000000,26,71
1587,300000,32,65
1587,775000,23,65
1587,325000,28,62
1587,600000,23,64
1587,240000,20,60
1587,3000000,25,72
1587,425000,32,65
1587,1000000,22,67
1587,875000,19,64
1587,475000,25,63
1587,600000,19,62
1587,275000,21,60
1587,575000,20,63
1587,250000,25,61
1587,625000,18,62
1587,425000,21,62
1587,300000,28,62
1587,475000,19,61
1586,525000,32,68
1586,500000,21,62
1586,500000,23,64
1586,2000000,27,72
1586,400000,30,65
1586,2000000,17,69
1586,525000,37,76
1586,130000,21,56
1586,275000,19,58
1586,850000,21,66
1586,400000,21,62
1586,7000000,28,77
1586,425000,22,63
1586,825000,19,65
1586,400000,23,62
1586,120000,32,59
1586,120000,37,70
1586,275000,23,60
1586,400000,31,64
1586,650000,25,65
1586,230000,22,59
1586,220000,26,60
1585,350000,29,63
1585,90000,34,62
1585,450000,17,60
1585,300000,32,65
1585,90000,30,58
1585,1000000,32,70
1585,150000,21,58
1585,475000,26,64
1585,400000,19,60
1585,925000,18,64
1585,450000,25,64
1585,800000,25,67
1585,240000,21,59
1585,475000,28,64
1585,1000000,25,70
1585,500000,22,63
1585,5000000,26,74
1585,3000000,32,74
1584,825000,26,66
1584,300000,21,61
1584,300000,19,59
1584,4000000,26,73
1584,160000,33,61
1584,220000,19,58
1584,450000,22,62
1584,1000000,24,68
1584,300000,25,62
1584,450000,25,63
1584,400000,23,63
1584,130000,21,55
1584,325000,26,63
1584,725000,19,63
1584,275000,24,61
1584,220000,27,60
1584,100000,28,57
1584,375000,26,64
1584,3000000,20,70
1584,525000,18,61
1584,1000000,28,70
1584,10000000,20,75
1584,575000,27,65
1584,375000,19,61
1583,1000000,23,67
1583,300000,21,60
1583,750000,21,65
1583,325000,19,60
1583,575000,27,65
1583,230000,24,60
1583,675000,23,65
1583,450000,21,62
1583,450000,29,64
1583,180000,21,58
1583,200000,24,59
1583,325000,20,60
1583,275000,17,59
1583,200000,19,59
1583,500000,24,64
1583,1000000,23,69
1583,625000,21,63
1583,875000,24,66
1583,240000,34,64
1583,450000,28,65
1583,625000,19,63
1583,425000,22,62
1583,525000,27,65
1583,325000,20,60
1583,975000,20,65
1582,625000,22,65
1582,450000,18,61
1582,675000,22,65
1582,750000,22,65
1582,775000,20,64
1582,500000,27,65
1582,950000,19,65
1582,900000,21,66
1582,1000000,23,68
1582,975000,24,67
1582,500000,23,64
1582,500000,24,63
1582,275000,27,61
1582,650000,20,62
1582,525000,18,61
1582,500000,17,61
1582,500000,28,66
1582,900000,20,66
1582,220000,22,60
1582,120000,20,57
1582,1000000,21,69
1582,925000,18,64
1582,675000,22,64
1582,2000000,25,71
1582,325000,18,59
1582,425000,22,62
1581,475000,20,62
1581,275000,25,60
1581,700000,24,65
1581,775000,30,69
1581,700000,25,65
1581,550000,20,62
1581,450000,20,61
1581,950000,25,68
1581,925000,22,67
1581,6000000,26,75
1581,250000,27,62
1581,500000,22,64
1581,475000,20,62
1581,1000000,20,67
1581,1000000,23,67
1581,2000000,25,70
1581,575000,30,67
1581,800000,21,66
1581,500000,23,64
1581,1000000,23,67
1581,425000,19,61
1581,300000,35,66
1581,450000,20,61
1581,6000000,29,76
1581,240000,21,59
1581,4000000,20,71
1581,375000,32,66
1581,350000,22,61
1580,525000,25,64
1580,300000,17,60
1580,210000,17,57
1580,1000000,31,71
1580,300000,28,62
1580,1000000,25,68
1580,1000000,25,69
1580,850000,20,66
1580,900000,25,67
1580,210000,18,57
1580,725000,22,66
1580,100000,34,60
1580,425000,31,66
1580,375000,21,61
1580,875000,27,68
1580,300000,20,60
1580,325000,22,60
1580,170000,24,59
1580,275000,18,59
1580,625000,23,64
1580,650000,24,65
1580,575000,21,64
1580,575000,22,64
1580,425000,21,63
1580,475000,22,63
1580,575000,24,64
1580,475000,25,63
1580,350000,20,61
1580,300000,25,61
1579,700000,20,64
1579,160000,22,57
1579,230000,33,63
1579,210000,21,59
1579,190000,21,58
1579,475000,22,62
1579,120000,21,56
1579,300000,32,65
1579,350000,30,63
1579,375000,24,62
1579,475000,25,64
1579,525000,25,64
1579,2000000,21,70
1579,4000000,20,73
1579,2000000,23,70
1579,200000,20,58
1579,525000,22,62
1579,1000000,21,67
1579,4000000,27,74
1579,180000,21,59
1579,8000000,29,78
1579,400000,19,60
1579,625000,26,65
1579,250000,18,59
1579,200000,17,56
1579,3000000,25,72
1579,150000,33,61
1579,240000,20,59
1579,500000,29,66
1579,180000,18,58
1578,160000,19,56
1578,180000,20,57
1578,825000,29,69
1578,6000000,28,75
1578,425000,26,64
1578,425000,29,65
1578,375000,22,61
1578,200000,17,57
1578,60000,35,58
1578,4000000,19,71
1578,475000,20,63
1578,180000,30,61
1578,275000,19,59
1578,400000,26,63
1578,600000,29,67
1578,170000,19,56
1578,1000000,32,70
1578,400000,22,62
1578,8000000,24,76
1578,250000,27,62
1578,625000,22,64
1578,210000,19,58
1577,550000,19,63
1577,475000,24,63
1577,625000,23,64
1577,80000,35,63
1577,2000000,20,71
1577,650000,16,63
1577,100000,32,58
1577,625000,19,64
1577,825000,27,67
1577,1000000,19,68
1577,110000,35,64
1577,775000,19,65
1577,925000,26,68
1577,300000,33,67
1577,750000,23,65
1577,240000,22,60
1577,400000,21,61
1577,650000,17,63
1577,500000,23,63
1577,375000,24,62
1577,130000,24,57
1577,325000,22,61
1576,600000,22,64
1576,160000,22,57
1576,800000,25,67
1576,400000,17,60
1576,1000000,23,68
1576,800000,29,69
1576,375000,18,60
1576,60000,37,68
1576,550000,20,61
1576,475000,19,61
1576,150000,19,57
1576,450000,20,60
1576,120000,32,59
1576,1000000,22,66
1576,220000,26,60
1576,90000,22,55
1576,800000,21,65
1576,1000000,25,69
1576,425000,26,64
1576,550000,26,65
1576,2000000,32,73
1576,450000,20,61
1576,170000,22,59
1576,1000000,32,71
1576,3000000,20,71
1576,500000,24,64
1576,275000,26,62
1576,275000,21,60
1576,375000,21,61
1576,875000,27,69
1576,275000,21,59
1576,700000,20,65
1576,975000,19,64
1576,1000000,25,70
1575,500000,23,63
1575,1000000,18,66
1575,230000,21,59
1575,240000,22,59
1575,325000,24,62
1575,900000,26,67
1575,475000,26,64
1575,325000,27,62
1575,700000,26,66
1575,525000,27,65
1575,7000000,25,75
1575,525000,17,62
1575,700000,26,66
1575,475000,21,63
1575,475000,25,64
1575,475000,28,64
1575,525000,26,64
1575,5000000,30,76
1575,2000000,31,72
1575,675000,22,64
1575,180000,21,58
1575,230000,31,61
1575,725000,23,65
1575,700000,21,64
1575,275000,20,59
1575,825000,22,65
1575,210000,24,60
1575,220000,27,60
1574,850000,32,69
1574,900000,19,65
1574,1000000,17,65
1574,600000,20,63
1574,475000,27,64
1574,950000,22,66
1574,675000,31,67
1574,475000,28,64
1574,10000000,24,77
1574,550000,23,65
1574,475000,21,63
1574,625000,21,63
1574,1000000,24,67
1574,425000,19,61
1574,300000,32,65
1574,275000,26,62
1574,1000000,25,69
1574,425000,22,63
1574,425000,18,60
1574,3000000,23,72
1574,300000,28,63
1574,875000,24,66
1574,325000,23,62
1574,525000,18,61
1574,475000,28,64
1574,325000,19,60
1574,425000,17,61
1574,350000,19,61
1573,400000,23,63
1573,525000,25,64
1573,350000,22,62
1573,250000,28,61
1573,300000,25,61
1573,475000,20,63
1573,650000,25,65
1573,350000,20,61
1573,150000,21,57
1573,1000000,26,70
1573,1000000,23,69
1573,250000,18,58
1573,625000,18,62
1573,325000,20,61
1573,525000,20,63
1573,230000,20,58
1572,625000,22,65
1572,850000,22,65
1572,375000,27,64
1572,210000,18,58
1572,160000,34,62
1572,525000,21,62
1572,350000,19,60
1572,1000000,18,66
1572,1000000,25,69
1572,2000000,28,72
1572,110000,21,54
1572,425000,24,63
1572,1000000,21,69
1572,375000,20,60
1572,275000,23,60
1572,325000,25,61
1572,400000,27,63
1572,300000,26,62
1572,325000,19,60
1572,500000,23,63
1572,2000000,24,70
1572,250000,21,59
1572,190000,33,62
1572,675000,27,66
1572,160000,25,58
1572,250000,25,60
1572,750000,21,65
1572,900000,22,66
1572,875000,20,65
1572,300000,26,61
1572,475000,21,62
1572,825000,25,66
1572,1000000,19,66
1572,650000,29,66
1572,525000,27,66
1572,775000,28,67
1572,400000,26,63
1572,350000,22,62
1572,275000,20,58
1571,800000,20,63
1571,275000,32,63
1571,575000,24,64
1571,300000,21,61
1571,425000,23,62
1571,675000,18,64
1571,625000,20,63
1571,575000,27,65
1571,625000,18,62
1571,250000,19,58
1571,120000,22,56
1571,300000,20,60
1571,325000,26,62
1571,250000,18,59
1571,850000,19,64
1571,950000,23,68
1571,1000000,20,67
1571,375000,18,61
1571,1000000,16,68
1571,450000,20,62
1571,925000,25,68
1571,350000,29,64
1571,350000,25,62
1571,750000,29,67
1571,120000,19,56
1571,1000000,22,67
1571,1000000,28,71
1570,325000,21,60
1570,975000,24,68
1570,975000,22,66
1570,700000,19,64
1570,450000,21,62
1570,525000,18,61
1570,675000,27,66
1570,875000,27,69
1570,375000,21,62
1570,375000,25,62
1570,375000,23,62
1570,1000000,19,67
1570,850000,21,65
1570,180000,30,61
1570,350000,25,62
1570,575000,24,64
1570,550000,28,65
1570,600000,19,63
1570,1000000,20,64
1570,700000,28,67
1570,575000,30,67
1570,725000,25,67
1570,825000,29,69
1570,975000,21,67
1569,500000,19,61
1569,180000,18,57
1569,450000,25,63
1569,160000,33,61
1569,775000,17,64
1569,275000,20,59
1569,140000,23,57
1569,190000,30,61
1569,550000,29,65
1569,900000,29,68
1569,575000,33,68
1569,675000,21,65
1569,475000,25,64
1569,230000,23,60
1569,725000,21,65
1569,250000,33,66
1569,425000,21,61
1569,425000,21,62
1569,250000,21,59
1569,1000000,32,72
1569,60000,28,55
1569,100000,31,59
1569,375000,29,63
1569,2000000,25,71
1569,725000,30,67
1569,300000,22,61
1569,725000,24,66
1569,650000,22,64
1568,600000,21,63
1568,1000000,22,68
1568,250000,25,61
1568,675000,18,63
1568,700000,25,66
1568,400000,22,63
1568,250000,28,61
1568,1000000,29,71
1568,600000,29,67
1568,500000,24,63
1568,1000000,20,67
1568,525000,22,63
1568,275000,29,63
1568,325000,21,60
1568,375000,21,61
1568,1000000,27,69
1568,4000000,28,74
1568,475000,19,61
1568,525000,21,62
1568,275000,26,61
1568,170000,24,58
1568,825000,25,67
1568,450000,19,60
1568,350000,29,64
1568,200000,19,58
1567,525000,18,61
1567,850000,22,66
1567,250000,21,59
1567,2000000,24,71
1567,350000,18,60
1567,700000,26,66
1567,220000,19,58
1567,400000,30,65
1567,325000,31,63
1567,1000000,20,67
1567,250000,28,62
1567,325000,16,59
1567,600000,20,63
1567,825000,28,68
1567,3000000,24,72
1567,375000,27,64
1567,425000,20,62
1567,300000,18,61
1567,775000,25,67
1567,220000,19,57
1566,400000,24,62
1566,400000,19,60
1566,2000000,31,73
1566,725000,19,63
1566,1000000,31,70
1566,425000,31,66
1566,550000,20,63
1566,425000,20,62
1566,450000,19,62
1566,675000,20,62
1566,800000,28,67
1566,425000,20,62
1566,775000,23,65
1566,1000000,25,69
1566,775000,25,66
1566,475000,27,64
1566,230000,19,59
1566,400000,19,60
1566,625000,21,63
1566,170000,23,58
1566,1000000,20,68
1566,575000,31,66
1566,650000,21,65
1565,725000,21,64
1565,275000,19,58
1565,300000,27,63
1565,700000,21,64
1565,200000,20,58
1565,425000,22,63
1565,140000,24,57
1565,350000,21,61
1565,425000,21,62
1565,220000,22,59
1565,775000,25,66
1565,775000,19,65
1565,1000000,21,69
1565,875000,26,68
1564,500000,16,61
1564,130000,24,57
1564,700000,31,69
1564,500000,22,63
1564,550000,26,65
1564,190000,25,59
1564,500000,23,63
1564,375000,27,64
1564,500000,23,64
1564,250000,24,61
1564,600000,25,64
1564,950000,34,72
1564,325000,26,62
1564,220000,25,61
1564,575000,19,63
1564,1000000,22,67
1564,2000000,24,70
1564,300000,18,60
1564,300000,20,60
1564,425000,24,63
1564,625000,23,64
1564,550000,19,61
1564,275000,16,58
1563,525000,20,63
1563,190000,30,61
1563,975000,24,67
1563,210000,18,57
1563,875000,27,69
1563,230000,30,61
1563,950000,21,66
1563,300000,32,63
1563,850000,23,66
1563,325000,34,69
1563,325000,30,64
1563,300000,27,62
1563,375000,32,66
1563,600000,28,67
1563,1000000,26,70
1563,350000,20,59
1563,425000,22,62
1563,550000,26,64
1563,950000,25,67
1563,170000,23,59
1563,625000,22,64
1563,975000,25,68
1563,675000,20,62
1563,1000000,19,65
1563,425000,31,66
1563,725000,23,66
1563,725000,33,70
1563,400000,16,60
1562,550000,22,63
1562,1000000,22,67
1562,220000,26,60
1562,1000000,26,69
1562,750000,23,65
1562,150000,21,57
1562,400000,24,63
1562,725000,22,65
1562,3000000,24,72
1562,650000,21,63
1562,750000,23,65
1562,475000,20,63
1562,11000000,22,77
1562,170000,21,59
1562,1000000,31,71
1562,275000,23,60
1562,675000,25,65
1562,675000,24,65
1562,2000000,24,70
1562,925000,28,68
1562,140000,26,58
1562,300000,24,61
1562,325000,20,60
1562,1000000,30,71
1561,475000,20,61
1561,240000,22,60
1561,625000,21,63
1561,825000,20,66
1561,1000000,31,71
1561,300000,25,62
1561,325000,19,59
1561,825000,29,69
1561,170000,32,62
1561,300000,22,60
1561,1000000,19,68
1561,300000,21,61
1561,925000,18,64
1561,500000,22,64
1561,650000,19,64
1561,500000,23,63
1561,475000,19,61
1561,800000,27,67
1561,400000,25,63
1561,3000000,18,71
1561,750000,29,67
1560,3000000,24,72
1560,550000,21,62
1560,500000,29,66
1560,725000,24,65
1560,650000,25,65
1560,2000000,28,71
1560,375000,17,60
1560,800000,21,64
1560,450000,27,65
1560,300000,23,60
1560,300000,24,61
1560,675000,25,66
1560,600000,21,64
1560,675000,30,68
1560,7000000,26,76
1560,2000000,31,72
1560,2000000,22,70
1560,130000,19,56
1560,550000,25,65
1560,210000,35,64
1560,550000,22,64
1560,350000,20,60
1559,325000,22,61
1559,425000,19,61
1559,825000,24,66
1559,675000,27,66
1559,600000,27,66
1559,525000,28,66
1559,950000,18,64
1559,140000,30,59
1559,550000,23,64
1559,575000,23,63
1559,3000000,27,73
1559,500000,25,64
1559,2000000,26,71
1559,190000,20,58
1559,1000000,27,69
1559,110000,24,57
1559,2000000,27,71
1559,900000,29,68
1559,525000,21,64
1559,575000,23,64
1559,210000,22,59
1558,1000000,22,68
1558,4000000,25,73
1558,825000,25,66
1558,375000,33,68
1558,425000,27,64
1558,450000,29,64
1558,625000,21,65
1558,220000,19,58
1558,475000,31,65
1558,375000,31,65
1558,1000000,29,69
1558,425000,20,62
1558,250000,31,63
1558,2000000,24,71
1558,3000000,24,72
1558,1000000,33,72
1558,950000,25,68
1558,850000,21,66
1558,110000,18,55
1557,140000,23,57
1557,925000,25,68
1557,210000,28,60
1557,1000000,27,70
1557,3000000,23,72
1557,575000,19,62
1557,450000,18,61
1557,500000,29,66
1557,275000,23,60
1557,300000,29,62
1557,240000,19,58
1557,450000,21,62
1557,500000,21,62
1557,525000,18,63
1557,325000,23,61
1557,2000000,23,70
1557,180000,20,57
1557,400000,29,65
1557,60000,29,53
1556,170000,28,60
1556,1000000,32,71
1556,1000000,28,70
1556,475000,20,62
1556,975000,24,67
1556,475000,24,63
1556,600000,23,65
1556,450000,28,64
1556,375000,22,62
1556,2000000,27,71
1556,1000000,18,67
1556,375000,25,63
1556,900000,26,67
1556,220000,19,58
1556,275000,29,63
1556,160000,23,58
1556,500000,23,64
1556,450000,29,64
1556,475000,19,62
1556,1000000,18,66
1556,350000,22,61
1556,150000,20,56
1556,475000,30,66
1556,220000,21,59
1556,725000,24,65
1556,575000,31,66
1556,675000,22,64
1556,170000,18,56
1555,575000,21,63
1555,500000,23,64
1555,475000,24,63
1555,475000,31,65
1555,220000,17,57
1555,150000,19,57
1555,600000,24,65
1555,2000000,29,72
1555,400000,21,61
1555,170000,23,58
1555,250000,26,60
1555,400000,19,60
1555,140000,23,57
1555,450000,22,62
1555,1000000,19,66
1554,975000,19,66
1554,220000,26,60
1554,1000000,28,70
1554,220000,19,57
1554,375000,20,61
1554,550000,21,63
1554,275000,20,59
1554,450000,20,63
1554,2000000,25,71
1554,475000,27,64
1554,475000,19,61
1554,675000,20,62
1554,725000,23,65
1554,500000,24,64
1554,200000,20,58
1554,825000,25,67
1554,950000,27,68
1554,100000,26,57
1554,325000,22,61
1554,975000,24,68
1554,375000,20,60
1554,675000,27,66
1554,375000,25,63
1554,275000,23,61
1554,350000,18,59
1554,700000,19,63
1554,950000,18,66
1554,575000,18,63
1554,650000,24,65
1554,525000,17,62
1553,625000,24,64
1553,400000,19,62
1553,200000,31,62
1553,450000,20,61
1553,575000,31,66
1553,475000,26,64
1553,400000,16,60
1553,1000000,20,66
1553,325000,24,62
1553,875000,20,65
1553,1000000,22,68
1553,450000,22,63
1553,525000,20,63
1553,240000,26,60
1553,3000000,32,75
1553,450000,19,60
1553,550000,23,64
1553,750000,29,67
1553,475000,30,66
1553,1000000,26,69
1553,275000,21,59
1553,1000000,18,66
1553,250000,21,59
1552,875000,24,66
1552,1000000,21,66
1552,675000,23,65
1552,400000,21,61
1552,190000,19,58
1552,1000000,17,67
1552,550000,20,61
1552,220000,25,60
1552,170000,23,58
1552,300000,19,60
1552,325000,25,61
1552,80000,31,56
1552,475000,22,62
1552,1000000,26,68
1552,500000,23,64
1552,1000000,26,70
1551,190000,20,58
1551,300000,19,59
1551,210000,18,58
1551,1000000,30,70
1551,500000,19,63
1551,375000,20,61
1551,190000,21,59
1551,650000,22,64
1551,120000,27,58
1551,220000,17,57
1551,210000,23,60
1551,425000,22,63
1551,400000,27,63
1551,160000,24,59
1551,1000000,20,66
1551,275000,29,63
1551,750000,26,67
1551,350000,20,60
1551,825000,27,67
1551,130000,22,57
1551,1000000,25,69
1551,3000000,22,72
1551,350000,30,63
1551,575000,22,64
1551,500000,25,64
1551,350000,22,62
1551,375000,31,65
1551,550000,23,64
1551,3000000,28,73
1551,975000,24,68
1551,2000000,33,74
1551,650000,19,62
1551,450000,19,60
1551,6000000,27,75
1550,775000,30,69
1550,150000,19,57
1550,2000000,28,71
1550,475000,19,62
1550,300000,23,61
1550,160000,34,65
1550,300000,29,62
1550,725000,21,66
1550,525000,18,61
1550,275000,18,59
1550,250000,18,58
1550,650000,29,66
1550,200000,24,59
1550,525000,22,63
1550,900000,22,67
1550,4000000,24,73
1550,375000,28,63
1549,240000,28,62
1549,180000,21,58
1549,475000,29,66
1549,675000,20,64
1549,300000,22,60
1549,825000,20,65
1549,375000,32,66
1549,300000,20,59
1549,1000000,19,65
1549,575000,19,62
1549,130000,28,59
1549,120000,28,59
1549,1000000,19,66
1549,325000,18,59
1549,140000,21,57
1549,210000,28,60
1549,725000,19,63
1549,1000000,19,67
1549,275000,24,60
1549,170000,19,55
1549,1000000,22,66
1549,250000,24,61
1549,775000,25,66
1549,500000,20,61
1549,230000,18,58
1549,775000,24,66
1549,350000,25,62
1549,400000,23,63
1549,170000,21,57
1548,400000,24,63
1548,300000,31,64
1548,650000,29,66
1548,200000,17,56
1548,190000,30,61
1548,1000000,22,68
1548,975000,19,64
1548,500000,24,64
1548,275000,30,63
1548,500000,23,64
1548,700000,25,65
1548,170000,23,58
1548,550000,30,67
1548,625000,23,65
1548,275000,27,61
1548,240000,22,60
1548,240000,26,61
1547,450000,21,62
1547,525000,24,64
1547,1000000,16,65
1547,450000,32,67
1547,7000000,26,76
1547,300000,24,61
1547,400000,21,61
1547,275000,24,60
1547,825000,24,66
1547,675000,21,64
1547,875000,22,66
1547,450000,19,60
1547,400000,25,63
1547,900000,22,67
1547,550000,19,61
1547,750000,29,67
1547,575000,24,65
1547,825000,29,69
1547,275000,33,64
1547,450000,22,62
1547,475000,24,63
